epoch,train_loss,train_acc1,val_loss,val_acc1,train_samples_per_sec,val_ms_per_sample,lr
1,1.619211189257793,0.4443275908119658,1.439628512954712,0.5462,233.7932770473842,1.4431673083046916,0.0001
2,1.2940432037043774,0.6190237713675214,1.2269406443595887,0.647,220.99754712318673,1.561594570800662,0.0002
3,1.1961951510519044,0.6703225160256411,1.1085257556915282,0.7125,212.97897644650965,2.6961579166993035,0.0003
